AX,AY,AZ,GX,GY,GZ
0.025809,-0.012925,0.027928,-0.088501,0.187683,-1.048279
0.020563,-0.022935,0.01486,-0.074768,0.175476,-1.081848
0.015073,-0.011216,0.017571,-0.079346,0.180054,-1.063538
0.010219,-0.020981,-0.001983,-0.067139,0.160217,-1.057434
-0.000739,-0.021226,-0.006522,-0.07019,0.172424,-1.062012
-0.010649,-0.018296,-0.011688,-0.097656,0.17395,-1.066589
-0.011459,-0.030015,-0.023994,-0.073242,0.187683,-1.068115
-0.013433,-0.023911,-0.021109,-0.068665,0.172424,-1.051331
-0.009144,-0.022935,-0.010597,-0.086975,0.178528,-1.074219
-0.004089,-0.014146,-0.005942,-0.080872,0.163269,-1.057434
0.005627,-0.023911,-0.007767,-0.093079,0.172424,-1.066589
0.006684,-0.011704,0.006382,-0.067139,0.177002,-1.049805
0.007992,-0.020493,0.001906,-0.07019,0.184631,-1.063538
0.007898,-0.024155,0.006509,-0.079346,0.184631,-1.057434
0.006781,-0.024888,0.000355,-0.07019,0.175476,-1.071167
0.000024,-0.018052,0.008086,-0.074768,0.18158,-1.080322
-0.004484,-0.020981,0.001967,-0.073242,0.178528,-1.057434
-0.005019,-0.031235,-0.002261,-0.07019,0.183105,-1.077271
-0.008635,-0.013901,0.005015,-0.083923,0.169373,-1.060486
-0.006229,-0.025376,-0.003811,-0.088501,0.178528,-1.072693
-0.007537,-0.021714,0.000664,-0.07019,0.183105,-1.069641
-0.008128,-0.015854,0.003007,-0.073242,0.187683,-1.060486
-0.002961,-0.013169,0.013563,-0.07019,0.184631,-1.060486
0.003506,-0.018784,0.004869,-0.076294,0.18158,-1.068115
0.004019,-0.021226,0.000015,-0.074768,0.167847,-1.071167
0.001782,-0.010483,0.008173,-0.065613,0.18158,-1.065063
0.001591,-0.025376,-0.00024,-0.076294,0.169373,-1.055908
-0.000934,-0.019028,0.005531,-0.085449,0.170898,-1.077271
0.00059,-0.016099,-0.001916,-0.073242,0.198364,-1.057434
-0.004365,-0.013901,0.005023,-0.085449,0.177002,-1.065063
-0.005394,-0.024155,-0.002889,-0.080872,0.183105,-1.051331
-0.002222,-0.024888,0.001469,-0.073242,0.172424,-1.063538
-0.004706,-0.013901,0.007784,-0.085449,0.164795,-1.065063
-0.000508,-0.026841,0.002435,-0.074768,0.183105,-1.052856
-0.005082,-0.016587,0.007156,-0.080872,0.193787,-1.071167
-0.002229,-0.017563,0.004315,-0.07019,0.178528,-1.062012
0.00008,-0.028306,0.001515,-0.085449,0.170898,-1.060486
0.001716,-0.022202,-0.000031,-0.085449,0.184631,-1.078796
0.000597,-0.023179,-0.004762,-0.074768,0.177002,-1.069641
-0.001353,-0.012192,0.005781,-0.090027,0.163269,-1.05896
-0.001496,-0.028062,-0.004933,-0.080872,0.178528,-1.069641
-0.001894,-0.016831,0.004399,-0.07019,0.166321,-1.062012
0.000837,-0.015854,-0.000074,-0.07782,0.169373,-1.057434
0.003106,-0.026597,-0.003418,-0.07782,0.177002,-1.060486
-0.001171,-0.024155,-0.00058,-0.067139,0.18158,-1.068115
-0.000464,-0.025132,0.001556,-0.053406,0.17395,-1.048279
-0.002576,-0.012437,0.009923,-0.071716,0.187683,-1.075745
-0.00134,-0.026597,0.000089,-0.065613,0.190735,-1.065063
-0.003026,-0.016587,0.00536,-0.07019,0.180054,-1.075745
-0.00277,-0.016587,0.002933,-0.091553,0.166321,-1.063538
-0.000752,-0.031235,-0.00083,-0.080872,0.178528,-1.060486
-0.006052,-0.011704,0.010293,-0.076294,0.18158,-1.071167
0.002305,-0.025132,-0.00095,-0.088501,0.160217,-1.072693
-0.004791,-0.009019,0.008119,-0.064087,0.18158,-1.077271
-0.001743,-0.02855,-0.006775,-0.073242,0.183105,-1.065063
0.000919,-0.019761,0.001014,-0.064087,0.175476,-1.075745
-0.001187,-0.013901,0.006535,-0.068665,0.17395,-1.072693
0.002811,-0.031479,-0.002958,-0.079346,0.177002,-1.069641
-0.002476,-0.014878,0.002473,-0.07782,0.17395,-1.068115
0.000496,-0.019761,0.002688,-0.080872,0.184631,-1.068115
-0.006174,-0.013657,0.008661,-0.068665,0.201416,-1.060486
-0.002888,-0.021714,-0.000123,-0.088501,0.166321,-1.080322
-0.002013,-0.025376,0.001344,-0.083923,0.17395,-1.071167
-0.006308,-0.009019,0.01272,-0.059509,0.178528,-1.066589
-0.001953,-0.023179,-0.00665,-0.088501,0.183105,-1.074219
0.000127,-0.022446,-0.000787,-0.083923,0.187683,-1.065063
-0.005382,-0.00853,0.010462,-0.099182,0.18158,-1.05896
0.001382,-0.015122,-0.000115,-0.076294,0.193787,-1.069641
-0.003361,-0.013657,0.005276,-0.086975,0.183105,-1.062012
0.001463,-0.030991,0.000973,-0.067139,0.183105,-1.063538
-0.001678,-0.014878,0.001428,-0.062561,0.183105,-1.05896
-0.001809,-0.019517,0.004065,-0.088501,0.186157,-1.069641
-0.001012,-0.029526,0.00302,-0.082397,0.183105,-1.068115
-0.002732,-0.014878,0.0049,-0.074768,0.166321,-1.069641
-0.003896,-0.029282,0.001048,-0.071716,0.18158,-1.074219
-0.003496,-0.013413,0.009335,-0.068665,0.186157,-1.078796
0.000969,-0.024155,-0.002711,-0.079346,0.166321,-1.080322
-0.000758,-0.023423,0.002016,-0.064087,0.169373,-1.074219
-0.00475,-0.009263,0.008663,-0.080872,0.187683,-1.049805
0.003484,-0.027085,-0.004213,-0.068665,0.163269,-1.055908
0.001162,-0.02147,0.004279,-0.083923,0.175476,-1.052856
-0.004781,-0.010239,0.00385,-0.090027,0.175476,-1.072693
0.002373,-0.017563,0.00583,-0.085449,0.186157,-1.066589
-0.005031,-0.017808,0.003431,-0.07782,0.167847,-1.074219
-0.001287,-0.024155,-0.005058,-0.074768,0.172424,-1.075745
-0.003064,-0.020249,0.003393,-0.088501,0.189209,-1.060486
